TAG,SP,QUAD,Hectar,D2015,D2017,D2019,GR1517,GR1719,MAX DBH 1517,MAX DBH 1719,IV SP 15,IV SP 17,SP Life Score 15,SP Life Score 17,LifeSpan
3068,IRVIMA,30,H1,76.8,80.8,80.9,2,0.05,80.8,80.9,0.3,0.29,1,1,0
2329,IXONIC,1,H1,40.1,0,0,-20.05,0,40.1,0,2.47,2.34,0.43,0.43,5
2376,IXONIC,3,H1,37.9,38.1,38.8,0.1,0.35,38.1,38.8,2.47,2.34,0.43,0.43,0
2505A,IXONIC,8,H1,14.6,15.5,16.2,0.45,0.35,15.5,16.2,2.47,2.34,0.43,0.43,0
2572D,IXONIC,11,H1,21.2,22.5,23.7,0.65,0.6,22.5,23.7,2.47,2.34,0.43,0.43,0
2805,IXONIC,21,H1,39.3,39.8,39.7,0.25,-0.05,39.8,39.8,2.47,2.34,0.43,0.43,13
3191,IXONIC,35,H2,31,33.2,30.6,1.1,-1.3,33.2,33.2,2.47,2.34,0.43,0.43,10
3244,IXONIC,37,H2,26,26.2,25.6,0.1,-0.3,26.2,26.2,2.47,2.34,0.43,0.43,0
3328,IXONIC,40,H2,29,29.4,30,0.2,0.3,29.4,30,2.47,2.34,0.43,0.43,6
3359B,IXONIC,42,H2,0,10.4,11,5.2,0.3,10.4,11,2.47,2.34,0.43,0.43,10
3516A,IXONIC,47,H2,29.7,30.5,32.7,0.4,1.1,30.5,32.7,2.47,2.34,0.43,0.43,0
2591,KIBAAR,11,H2,17.4,17.4,17.5,0,0.05,17.4,17.5,0.4,0.53,0.2,0.4,0
3412,KIBAAR,43,H2,0,12.8,12.8,6.4,0,12.8,12.8,0.4,0.53,0.2,0.4,0
3080D,KIBAMA,31,H2,0,11.3,14.5,5.65,1.6,11.3,14.5,0,0.14,0,1,0
3301A,KNEMCO,39,H2,13.9,14.9,15.2,0.5,0.15,14.9,15.2,0.15,0.14,1,1,0
3518A,KNEMCU,47,H2,13.6,13.8,13.6,0.1,-0.1,13.8,13.8,0.15,0.14,1,1,0
2592,KNEMHO,11,H2,13.3,13,12.8,-0.15,-0.1,13.3,13,0.49,0.47,1,1,0
3312,KNEMHO,40,H1,31.1,31.1,30.8,0,-0.15,31.1,31.1,0.49,0.47,1,1,0
2487A,KNEMLA,7,H1,10.6,11.3,11.5,0.35,0.1,11.3,11.5,0.93,1.34,0.63,0.75,0
2610A,KNEMLA,12,H1,0,11.5,11.4,5.75,-0.05,11.5,11.5,0.93,1.34,0.63,0.75,0
2720A,KNEMLA,17,H1,11.3,11.9,12,0.3,0.05,11.9,12,0.93,1.34,0.63,0.75,0
2980C,KNEMLA,27,H1,11.2,11.3,12.1,0.05,0.4,11.3,12.1,0.93,1.34,0.63,0.75,0
3068B,KNEMLA,30,H2,10.1,10.1,10.2,0,0.05,10.1,10.2,0.93,1.34,0.63,0.75,0
3263C,KNEMLA,38,H2,11.2,12.3,12.7,0.55,0.2,12.3,12.7,0.93,1.34,0.63,0.75,0
2338,KNEMMA,1,H2,25.9,25.9,25.7,0,-0.1,25.9,25.9,1.33,1.27,0.45,0.45,6
2556,KNEMMA,10,H1,14.8,14.2,15.4,-0.3,0.6,14.8,15.4,1.33,1.27,0.45,0.45,0
2866,KNEMMA,23,H1,35.6,35.7,35.6,0.05,-0.05,35.7,35.7,1.33,1.27,0.45,0.45,10
2867,KNEMMA,23,H1,11.2,11.3,11.1,0.05,-0.1,11.3,11.3,1.33,1.27,0.45,0.45,0
2904,KNEMMA,24,H1,17.6,18.2,18.7,0.3,0.25,18.2,18.7,1.33,1.27,0.45,0.45,6
2982A,KNEMPA,27,H2,13.9,13.9,14.1,0,0.1,13.9,14.1,0.3,0.29,1,1,0
3353A,KNEMPA,42,H2,16.3,17.1,17.6,0.4,0.25,17.1,17.6,0.3,0.29,1,1,0
2564,KNEMSC,10,H1,21.4,22.5,22.6,0.55,0.05,22.5,22.6,1.5,1.46,0.53,0.53,10
2830A,KNEMSC,22,H1,11.8,12,11.9,0.1,-0.05,12,12,1.5,1.46,0.53,0.53,5
2844,KNEMSC,22,H1,16.8,17.1,17.5,0.15,0.2,17.1,17.5,1.5,1.46,0.53,0.53,0
2882,KNEMSC,23,H1,16.2,16.7,17.2,0.25,0.25,16.7,17.2,1.5,1.46,0.53,0.53,11
2886A,KNEMSC,23,H1,11.1,11.4,11.6,0.15,0.1,11.4,11.6,1.5,1.46,0.53,0.53,0
3141,KNEMSC,33,H2,20.9,21.1,21.3,0.1,0.1,21.1,21.3,1.5,1.46,0.53,0.53,0
3162,KNEMSC,34,H2,22.9,23.3,23,0.2,-0.15,23.3,23.3,1.5,1.46,0.53,0.53,11
3567,KNEMSC,50,H2,22.8,23,23.6,0.1,0.3,23,23.6,1.5,1.46,0.53,0.53,6
2691,KNEMST,16,H2,31.8,32.5,33.1,0.35,0.3,32.5,33.1,0.61,0.59,0.5,0.5,9
2950,KOILLO,26,H1,21.6,21.9,21.6,0.15,-0.15,21.9,21.9,0.15,0.14,0.17,0.17,0
2524A,KOKOOC,9,H2,0,11.7,12.4,5.85,0.35,11.7,12.4,0,0.3,0,1,0
2324,KOOMMA,1,H1,99,99,99.3,0,0.15,99,99.3,2.97,2.82,0.44,0.44,0
2515,KOOMMA,8,H1,63.5,63.7,65.2,0.1,0.75,63.7,65.2,2.97,2.82,0.44,0.44,0
3010,KOOMMA,28,H1,116.3,116.5,119.2,0.1,1.35,116.5,119.2,2.97,2.82,0.44,0.44,0
3359,KOOMMA,42,H2,68,68.2,69.1,0.1,0.45,68.2,69.1,2.97,2.82,0.44,0.44,0
2795,LANSDO,20,H1,12.4,12.5,12.5,0.05,0,12.5,12.5,1.03,1.01,0.54,0.54,0
2949,LANSDO,26,H1,52,52.5,54.6,0.25,1.05,52.5,54.6,1.03,1.01,0.54,0.54,0
3024,LANSDO,29,H2,28.4,28.6,28.8,0.1,0.1,28.6,28.8,1.03,1.01,0.54,0.54,0
3050,LANSDO,29,H2,17.1,17.1,17.1,0,0,17.1,17.1,1.03,1.01,0.54,0.54,0
3164B,LANSDO,34,H2,12.8,12.9,12.4,0.05,-0.25,12.9,12.9,1.03,1.01,0.54,0.54,0
3202A,LANSDO,36,H2,18.2,18.5,19.9,0.15,0.7,18.5,19.9,1.03,1.01,0.54,0.54,0
3466,LANSDO,46,H2,20.8,20.9,0,0.05,-10.45,20.9,20.9,1.03,1.01,0.54,0.54,13
2598,LEPISE,12,H1,20.6,21.3,21.7,0.35,0.2,21.3,21.7,0.63,0.72,0.36,0.27,0
2971,LEPISE,27,H1,28.6,29.3,30.3,0.35,0.5,29.3,30.3,0.63,0.72,0.36,0.27,0
3014,LEPISE,28,H2,13.2,0,0,-6.6,0,13.2,0,0.63,0.72,0.36,0.27,13
3465A,LEPISE,46,H2,13,13.2,13.1,0.1,-0.05,13.2,13.2,0.63,0.72,0.36,0.27,9
3130A,LITHCO,33,H2,32.5,0,0,-16.25,0,32.5,0,0.15,0,1,0,0
2643,LITHCU,14,H1,17.3,17.3,0,0,-8.65,17.3,17.3,0.88,0.85,0.27,0.27,24
2648B,LITHCU,14,H1,12.9,13.2,14.1,0.15,0.45,13.2,14.1,0.88,0.85,0.27,0.27,25
3184A,LITHCU,35,H2,58,59.6,61.4,0.8,0.9,59.6,61.4,0.88,0.85,0.27,0.27,0
2391B,LITHEW,4,H2,11.5,11.7,12.3,0.1,0.3,11.7,12.3,0.5,0.9,0.33,0.5,0
2407,LITHEW,4,H1,20.4,21.1,21,0.35,-0.05,21.1,21.1,0.5,0.9,0.33,0.5,0
2771A,LITHEW,19,H1,0,10.5,10.8,5.25,0.15,10.5,10.8,0.5,0.9,0.33,0.5,0
2677C,LITHRA,15,H2,26.8,29,30.7,1.1,0.85,29,30.7,0.69,0.69,0.67,0.67,0
3536,LITHRA,48,H2,29.8,31.5,33,0.85,0.75,31.5,33,0.69,0.69,0.67,0.67,0
3347A,LITHSU,41,H2,0,10.2,11.4,5.1,0.6,10.2,11.4,0,0.14,0,0.5,0
3002A,LITHWA,28,H1,31,32.4,33.6,0.7,0.6,32.4,33.6,0.3,0.14,0.67,0.33,7
3093A,LITHWA,32,H2,16.8,0,0,-8.4,0,16.8,0,0.3,0.14,0.67,0.33,0
2906A,LITSFI,24,H2,14.2,14.4,12,0.1,-1.2,14.4,14.4,0.15,0.14,1,1,0
2528A,LITSM2,9,H1,14.9,14.3,14.4,-0.3,0.05,14.9,14.4,0.37,0.34,1,1,0
2443A,MACACO,6,H1,0,11,10.8,5.5,-0.1,11,11,0.49,0.79,0.67,1,11
2778A,MACACO,20,H1,13.1,14.9,16.7,0.9,0.9,14.9,16.7,0.49,0.79,0.67,1,0
2788B,MACACO,20,H1,11,13.5,16,1.25,1.25,13.5,16,0.49,0.79,0.67,1,0
3249D,MACAHO,37,H1,21.1,21.7,22.4,0.3,0.35,21.7,22.4,0.15,0.14,1,1,10
2441B,MACAHY,6,H2,10.9,11.2,12.4,0.15,0.6,11.2,12.4,0.53,0.66,1,1,0
2445A,MACAHY,6,H1,14.4,15.5,16.8,0.55,0.65,15.5,16.8,0.53,0.66,1,1,0
2325C,MACALO,1,H1,11.5,11.9,0,0.2,-5.95,11.9,11.9,2.48,3.13,0.26,0.35,11
2332A,MACALO,1,H1,12.6,12.6,12.4,0,-0.1,12.6,12.6,2.48,3.13,0.26,0.35,7
2382A,MACALO,3,H1,0,10.8,11.7,5.4,0.45,10.8,11.7,2.48,3.13,0.26,0.35,14
2395D,MACALO,4,H1,10.9,11.1,11,0.1,-0.05,11.1,11.1,2.48,3.13,0.26,0.35,0
2423A,MACALO,5,H1,14.2,14.3,14.9,0.05,0.3,14.3,14.9,2.48,3.13,0.26,0.35,15
2465B,MACALO,6,H1,12.2,12.4,12.4,0.1,0,12.4,12.4,2.48,3.13,0.26,0.35,0
2566,MACALO,11,H1,15.2,15.9,15.9,0.35,0,15.9,15.9,2.48,3.13,0.26,0.35,0
2614A,MACALO,12,H1,0,11,11.1,5.5,0.05,11,11.1,2.48,3.13,0.26,0.35,0
2736A,MACALO,18,H1,11,11.1,11.1,0.05,0,11.1,11.1,2.48,3.13,0.26,0.35,11
3052B,MACALO,30,H2,0,10.5,10.8,5.25,0.15,10.5,10.8,2.48,3.13,0.26,0.35,24
3068A,MACALO,30,H2,10.6,10.9,11.1,0.15,0.1,10.9,11.1,2.48,3.13,0.26,0.35,0
3113B,MACALO,32,H2,11.1,11.3,11.4,0.1,0.05,11.3,11.4,2.48,3.13,0.26,0.35,0
2662B,MACATR,15,H2,0,11.7,12.1,5.85,0.2,11.7,12.1,0,0.3,0,1,5
2803B,MADHCU,20,H1,10.8,10.5,10.6,-0.15,0.05,10.8,10.6,0.15,0.14,1,1,0
2587,MADHL1,11,H1,13.2,13.5,14.2,0.15,0.35,13.5,14.2,0.49,0.47,0.67,0.67,0
3168,MADHL1,34,H1,41,42,43,0.5,0.5,42,43,0.49,0.47,0.67,0.67,0
2578,MALLPE,11,H2,23.8,23.7,23.8,-0.05,0.05,23.8,23.8,0.79,0.76,0.25,0.25,0
2836,MALLPE,22,H1,15.2,15.2,15.2,0,0,15.2,15.2,0.79,0.76,0.25,0.25,0
3024A,MALLPE,29,H2,11,11.5,0,0.25,-5.75,11.5,11.5,0.79,0.76,0.25,0.25,6
3534,MANGFO,48,H2,77,81.9,82.4,2.45,0.25,81.9,82.4,0.15,0.14,1,1,9
2725,MANGG2,17,H1,43.8,44.5,45.2,0.35,0.35,44.5,45.2,0.79,0.76,1,1,10
2343,MANGQU,2,H1,11.2,11.2,11.1,0,-0.05,11.2,11.2,2.41,3.4,0.5,0.64,0
2369,MANGQU,3,H1,15.9,17,17.2,0.55,0.1,17,17.2,2.41,3.4,0.5,0.64,0
2531,MANGQU,9,H1,33.7,34,34.5,0.15,0.25,34,34.5,2.41,3.4,0.5,0.64,0
2657,MANGQU,14,H1,15.2,15.2,15.2,0,0,15.2,15.2,2.41,3.4,0.5,0.64,0
2669,MANGQU,15,H1,60.2,63.5,64.7,1.65,0.6,63.5,64.7,2.41,3.4,0.5,0.64,0
2778,MANGQU,20,H1,12,12,11.9,0,-0.05,12,12,2.41,3.4,0.5,0.64,0
2831,MANGQU,22,H1,14.5,14.8,14.8,0.15,0,14.8,14.8,2.41,3.4,0.5,0.64,0
3074C,MANGQU,31,H1,0,12,12.5,6,0.25,12,12.5,2.41,3.4,0.5,0.64,0
3082B,MANGQU,31,H2,0,12.5,13,6.25,0.25,12.5,13,2.41,3.4,0.5,0.64,0
2754B,MEL1AN,19,H2,10.6,10.6,10.6,0,0,10.6,10.6,0.32,0.31,1,1,10
2859A,MEL1AN,23,H1,10.8,11,11,0.1,0,11,11,0.32,0.31,1,1,10
2614,MEL1AU,12,H1,27.8,28.8,28.4,0.5,-0.2,28.8,28.8,0.55,0.54,1,1,0
2874,MEL1FU,23,H1,17.5,18.2,18.6,0.35,0.2,18.2,18.6,0.44,0.43,0.33,0.33,15
3203A,MEL1FU,36,H1,15.6,15.6,0,0,-7.8,15.6,15.6,0.44,0.43,0.33,0.33,0
3250,MEL1FU,37,H2,19.1,19.1,19.5,0,0.2,19.1,19.5,0.44,0.43,0.33,0.33,10
3512B,MEL1TO,47,H2,10.3,10.8,11.1,0.25,0.15,10.8,11.1,0.15,0.14,1,1,0
2911A,MEMEAM,25,H1,0,12.7,12.7,6.35,0,12.7,12.7,0.44,0.72,0.5,0.83,0
2962B,MEMEAM,26,H1,0,10.5,10.7,5.25,0.1,10.5,10.7,0.44,0.72,0.5,0.83,0
3113,MEMEAM,32,H2,12.1,12,12.3,-0.05,0.15,12.1,12.3,0.44,0.72,0.5,0.83,0
3123,MEMEAM,33,H2,15.3,15.2,15.5,-0.05,0.15,15.3,15.5,0.44,0.72,0.5,0.83,0
3126A,MEMEAM,33,H2,12.4,13.3,14,0.45,0.35,13.3,14,0.44,0.72,0.5,0.83,0
2805D,MEMEEX,21,H2,11,11,11.2,0,0.1,11,11.2,0.15,0.14,1,1,7
2873A,MEMEMI,23,H1,11.7,11.8,11.7,0.05,-0.05,11.8,11.8,0.44,0.57,0.43,0.57,0
2943,MEMEMI,26,H2,20.8,21.5,22,0.35,0.25,21.5,22,0.44,0.57,0.43,0.57,0
2980B,MEMEMI,27,H2,13,13.2,13.2,0.1,0,13.2,13.2,0.44,0.57,0.43,0.57,11
3080B,MEMEMI,31,H2,0,10.8,10.8,5.4,0,10.8,10.8,0.44,0.57,0.43,0.57,5
2682A,MEMEO1,16,H2,14.8,14.6,15.9,-0.1,0.65,14.8,15.9,0.36,0.34,1,1,0
3057,MEMEO2,30,H2,28.4,29.4,30.1,0.5,0.35,29.4,30.1,0.3,0.29,0.29,0.29,4
3539,MEMEO2,48,H2,31.3,32.6,32.5,0.65,-0.05,32.6,32.6,0.3,0.29,0.29,0.29,0
3071A,MEMEPU,31,H2,12,12.3,12.4,0.15,0.05,12.3,12.4,0.15,0.14,1,1,5
2662A,MESUFE,15,H1,14.6,13.8,14.9,-0.4,0.55,14.6,14.9,2.34,2.1,0.6,0.53,0
2686,MESUFE,16,H1,36.4,36.7,37,0.15,0.15,36.7,37,2.34,2.1,0.6,0.53,16
2776,MESUFE,19,H1,18.3,18.5,18.6,0.1,0.05,18.5,18.6,2.34,2.1,0.6,0.53,0
2864,MESUFE,23,H1,23.8,23.7,23.5,-0.05,-0.1,23.8,23.7,2.34,2.1,0.6,0.53,10
3053,MESUFE,30,H2,23.7,23.8,24.4,0.05,0.3,23.8,24.4,2.34,2.1,0.6,0.53,0
3093B,MESUFE,32,H2,13.4,0,0,-6.7,0,13.4,0,2.34,2.1,0.6,0.53,0
3126C,MESUFE,33,H2,11.1,11.5,12,0.2,0.25,11.5,12,2.34,2.1,0.6,0.53,0
3294,MESUFE,39,H2,19.7,20.2,21.1,0.25,0.45,20.2,21.1,2.34,2.1,0.6,0.53,0
3341B,MESUFE,41,H2,11.1,12,13.3,0.45,0.65,12,13.3,2.34,2.1,0.6,0.53,0
2552,MESUGR,10,H2,38.4,38.7,38.9,0.15,0.1,38.7,38.9,0.71,0.68,0.33,0.33,0
2688,MESURA,16,H1,25.2,25.5,25.5,0.15,0,25.5,25.5,1.4,1.5,0.44,0.5,0
2780,MESURA,20,H1,17.1,17,17,-0.05,0,17.1,17,1.4,1.5,0.44,0.5,0
2795B,MESURA,20,H1,12.7,12.7,0,0,-6.35,12.7,12.7,1.4,1.5,0.44,0.5,0
2803A,MESURA,20,H1,12.2,13,13.6,0.4,0.3,13,13.6,1.4,1.5,0.44,0.5,7
2895,MESURA,24,H1,19.4,20.5,21.7,0.55,0.6,20.5,21.7,1.4,1.5,0.44,0.5,0
3266B,MESURA,38,H2,12.6,12.8,13,0.1,0.1,12.8,13,1.4,1.5,0.44,0.5,5
3561E,MESURA,50,H2,0,11.2,11.7,5.6,0.25,11.2,11.7,1.4,1.5,0.44,0.5,0
3564,MESURA,50,H2,26.6,27,27.6,0.2,0.3,27,27.6,1.4,1.5,0.44,0.5,0
2943A,MEZZLE,26,H2,14.4,14.5,14.4,0.05,-0.05,14.5,14.5,0.3,0.29,0.67,0.67,0
3386A,MEZZLE,43,H2,12.3,12.8,13.3,0.25,0.25,12.8,13.3,0.3,0.29,0.67,0.67,6
2870A,MIC1CA,23,H2,10.8,10.4,10.5,-0.2,0.05,10.8,10.5,0.15,0.14,1,1,0
2715,MILLAT,17,H1,13.6,13.6,13.8,0,0.1,13.6,13.8,1.7,1.65,0.82,0.82,0
2719,MILLAT,17,H1,11.9,12.1,12.5,0.1,0.2,12.1,12.5,1.7,1.65,0.82,0.82,0
3120,MILLAT,33,H1,18.9,19.3,19.7,0.2,0.2,19.3,19.7,1.7,1.65,0.82,0.82,0
3121A,MILLAT,33,H2,14.7,15,15,0.15,0,15,15,1.7,1.65,0.82,0.82,5
3130C,MILLAT,33,H2,15,16.4,17.8,0.7,0.7,16.4,17.8,1.7,1.65,0.82,0.82,0
3281C,MILLAT,38,H2,19.8,20,20.9,0.1,0.45,20,20.9,1.7,1.65,0.82,0.82,11
3283A,MILLAT,39,H2,16.7,17.9,19.1,0.6,0.6,17.9,19.1,1.7,1.65,0.82,0.82,15
3378,MILLAT,42,H2,25.2,26,27.2,0.4,0.6,26,27.2,1.7,1.65,0.82,0.82,5
3504C,MILLAT,47,H2,10.9,11.1,11.1,0.1,0,11.1,11.1,1.7,1.65,0.82,0.82,0
2667A,MONOMA,15,H1,15.7,17.8,19.1,1.05,0.65,17.8,19.1,4.75,4.9,0.8,0.87,0
2683A,MONOMA,16,H1,13.9,13.3,14.4,-0.3,0.55,13.9,14.4,4.75,4.9,0.8,0.87,0
2712,MONOMA,17,H1,19.4,19.5,19.8,0.05,0.15,19.5,19.8,4.75,4.9,0.8,0.87,6
2743,MONOMA,18,H1,33.6,34.2,34.8,0.3,0.3,34.2,34.8,4.75,4.9,0.8,0.87,7
2827,MONOMA,21,H1,30.5,31,32.4,0.25,0.7,31,32.4,4.75,4.9,0.8,0.87,15
2833,MONOMA,22,H1,36,36.5,37.2,0.25,0.35,36.5,37.2,4.75,4.9,0.8,0.87,0
2871A,MONOMA,23,H1,0,10.4,12.1,5.2,0.85,10.4,12.1,4.75,4.9,0.8,0.87,10
2871C,MONOMA,23,H1,0,10.7,11.4,5.35,0.35,10.7,11.4,4.75,4.9,0.8,0.87,0
2891A,MONOMA,24,H1,27.9,29.2,30.4,0.65,0.6,29.2,30.4,4.75,4.9,0.8,0.87,16
2939,MONOMA,25,H1,43.1,0,0,-21.55,0,43.1,0,4.75,4.9,0.8,0.87,0
2957A,MONOMA,26,H1,30.5,32.4,33.4,0.95,0.5,32.4,33.4,4.75,4.9,0.8,0.87,0
2962A,MONOMA,26,H2,24.9,26.9,27.7,1,0.4,26.9,27.7,4.75,4.9,0.8,0.87,0
2990,MONOMA,28,H2,18,18,19.6,0,0.8,18,19.6,4.75,4.9,0.8,0.87,0
3052A,MONOMA,30,H2,13.4,14.5,15.3,0.55,0.4,14.5,15.3,4.75,4.9,0.8,0.87,10
3164C,MONOMA,34,H2,13.5,16.8,15.5,1.65,-0.65,16.8,16.8,4.75,4.9,0.8,0.87,10
3179,MONOMA,35,H2,23,23,23,0,0,23,23,4.75,4.9,0.8,0.87,10
3206A,MONOMA,36,H2,19,19,18.9,0,-0.05,19,19,4.75,4.9,0.8,0.87,0
3271A,MONOMA,38,H2,12.6,24.2,25.2,5.8,0.5,24.2,25.2,4.75,4.9,0.8,0.87,0
3299A,MONOMA,39,H2,15.6,15.6,16.7,0,0.55,15.6,16.7,4.75,4.9,0.8,0.87,0
3317B,MONOMA,40,H2,0,10.2,10,5.1,-0.1,10.2,10.2,4.75,4.9,0.8,0.87,0
3343A,MONOMA,41,H2,14.8,15.7,16.2,0.45,0.25,15.7,16.2,4.75,4.9,0.8,0.87,6
3347,MONOMA,41,H2,25.3,26.4,26.5,0.55,0.05,26.4,26.5,4.75,4.9,0.8,0.87,10
3406,MONOMA,43,H2,27.5,28,28.2,0.25,0.1,28,28.2,4.75,4.9,0.8,0.87,5
3430A,MONOMA,44,H2,24.8,26.1,28.1,0.65,1,26.1,28.1,4.75,4.9,0.8,0.87,0
3544,MONOMA,49,H2,31.6,32.1,32.2,0.25,0.05,32.1,32.2,4.75,4.9,0.8,0.87,0
3546,MONOMA,49,H2,43.6,45.2,46.3,0.8,0.55,45.2,46.3,4.75,4.9,0.8,0.87,0
3552A,MONOMA,49,H2,25.2,32.8,33.3,3.8,0.25,32.8,33.3,4.75,4.9,0.8,0.87,0
2375A,MYRICI,3,H2,10.7,11,11,0.15,0,11,11,0.17,0.44,0.5,1,6
3380B,MYRICI,42,H1,0,11.8,12.5,5.9,0.35,11.8,12.5,0.17,0.44,0.5,1,9
3362,MYRIM1,42,H1,15.5,15.5,15.9,0,0.2,15.5,15.9,0.15,0.14,0.33,0.33,0
3465,MYRIM2,46,H2,61.5,61.5,61.8,0,0.15,61.5,61.8,0.15,0.14,1,1,11
2648E,MYRIM3,14,H2,11.2,0,11.4,-5.6,5.7,11.2,11.4,0.31,0,1,0,0
2324A,NAUCOF,1,H1,11,11.4,12,0.2,0.3,11.4,12,1.09,1.04,0.8,0.8,6
2504,NAUCOF,8,H1,22.8,22.3,22.6,-0.25,0.15,22.8,22.6,1.09,1.04,0.8,0.8,0
2802,NAUCOF,20,H1,32,31.8,32,-0.1,0.1,32,32,1.09,1.04,0.8,0.8,10
2907,NAUCOF,24,H1,12,12.1,12.3,0.05,0.1,12.1,12.3,1.09,1.04,0.8,0.8,0
2381,NEOBHE,3,H1,19.4,0,0,-9.7,0,19.4,0,2.62,2.29,0.8,0.7,10
2454B,NEOBHE,6,H1,14.5,16.3,17.4,0.9,0.55,16.3,17.4,2.62,2.29,0.8,0.7,0
2456,NEOBHE,6,H1,41.3,53.1,54.1,5.9,0.5,53.1,54.1,2.62,2.29,0.8,0.7,0
2777A,NEOBHE,19,H1,23.1,24,24.6,0.45,0.3,24,24.6,2.62,2.29,0.8,0.7,0
3105A,NEOBHE,32,H2,12.3,13,13.5,0.35,0.25,13,13.5,2.62,2.29,0.8,0.7,0
3182D,NEOBHE,35,H2,12,12.7,12.8,0.35,0.05,12.7,12.8,2.62,2.29,0.8,0.7,0
3262B,NEOBHE,38,H2,11,12,12.6,0.5,0.3,12,12.6,2.62,2.29,0.8,0.7,0
3431,NEOBHE,44,H2,18.4,18.7,18.8,0.15,0.05,18.7,18.8,2.62,2.29,0.8,0.7,0
2541,NEOSKI,10,H1,32.4,33,33,0.3,0,33,33,1.09,1.48,0.31,0.38,10
2569C,NEOSKI,11,H1,0,11.5,11.9,5.75,0.2,11.5,11.9,1.09,1.48,0.31,0.38,9
2676A,NEOSKI,15,H1,10.8,11,10.8,0.1,-0.1,11,11,1.09,1.48,0.31,0.38,0
2884,NEOSKI,23,H1,36,36.4,36.8,0.2,0.2,36.4,36.8,1.09,1.48,0.31,0.38,0
3072B,NEOSKI,31,H1,13.8,13.8,14.3,0,0.25,13.8,14.3,1.09,1.48,0.31,0.38,0
2498A,NEPHCO,7,H1,18.5,19.3,19.6,0.4,0.15,19.3,19.6,0.88,0.86,0.6,0.6,0
2728A,NEPHCO,17,H1,11.7,11.8,11.7,0.05,-0.05,11.8,11.8,0.88,0.86,0.6,0.6,0
3365,NEPHCO,42,H2,34.1,34.7,32.2,0.3,-1.25,34.7,34.7,0.88,0.86,0.6,0.6,0
2507B,NEPHER,8,H2,13.1,13.1,13.1,0,0,13.1,13.1,0.63,0.61,0.6,0.6,9
3000,NEPHER,28,H2,18.6,18.9,18.5,0.15,-0.2,18.9,18.9,0.63,0.61,0.6,0.6,0
3047,NEPHER,29,H2,27.9,28,27.7,0.05,-0.15,28,28,0.63,0.61,0.6,0.6,5
3561A,NEPHMA,50,H2,21.5,21.9,22.2,0.2,0.15,21.9,22.2,0.15,0.14,0.33,0.33,0
2350A,NEPHOP,2,H2,0,11,12.1,5.5,0.55,11,12.1,0.15,0.44,0.5,1,0
3074,NEPHOP,31,H1,34.6,35.8,36.7,0.6,0.45,35.8,36.7,0.15,0.44,0.5,1,0
2657B,NOTHUM,14,H2,12.2,12.5,12.8,0.15,0.15,12.5,12.8,0.33,0.32,1,1,0
2377,OCHAAM,3,H1,17.9,18.3,18.4,0.2,0.05,18.3,18.4,2.82,3.24,0.7,0.8,11
2387,OCHAAM,4,H1,13.8,13.8,0,0,-6.9,13.8,13.8,2.82,3.24,0.7,0.8,0
2423,OCHAAM,5,H1,19.5,19.5,19.7,0,0.1,19.5,19.7,2.82,3.24,0.7,0.8,0
2423C,OCHAAM,5,H1,0,10.6,10.3,5.3,-0.15,10.6,10.6,2.82,3.24,0.7,0.8,10
2690,OCHAAM,16,H1,0,15.1,15,7.55,-0.05,15.1,15.1,2.82,3.24,0.7,0.8,0
2950A,OCHAAM,26,H1,11.1,11.5,11.7,0.2,0.1,11.5,11.7,2.82,3.24,0.7,0.8,0
